time,accuracy
8.22995638847351,0.3828999698162079
15.38761830329895,0.6232998967170715
22.83744978904724,0.7407000660896301
30.530670642852783,0.8282999396324158
37.71362376213074,0.9236000776290894
44.784554958343506,0.9369000196456909
51.69835686683655,0.9261999130249023
58.60420823097229,0.9401000738143921
65.50646948814392,0.9607000350952148
72.4183075428009,0.9581000208854675
79.32944655418396,0.951400101184845
86.2556517124176,0.9453001022338867
93.18031549453735,0.9623998999595642
100.12114548683167,0.9657002687454224
107.04382181167603,0.9666999578475952
113.97662734985352,0.9665001630783081
120.91533851623535,0.962399959564209
127.85310220718384,0.9695001244544983
134.82316827774048,0.9727998375892639
141.76407265663147,0.9702001810073853
148.72124099731445,0.9739000201225281
155.6696834564209,0.9693999290466309
162.66497206687927,0.9702998995780945
169.62866711616516,0.9728997349739075
176.58818793296814,0.9745998978614807
183.54053688049316,0.9745000004768372
190.48507118225098,0.9704001545906067
197.45012998580933,0.9771000742912292
204.40974617004395,0.9760001301765442
211.36803674697876,0.9791001081466675
218.3284661769867,0.975399911403656
225.28812718391418,0.9749000072479248
232.2462558746338,0.9788001179695129
239.2119677066803,0.9760000109672546
246.16011476516724,0.9768999218940735
253.09238576889038,0.9785999655723572
260.03201150894165,0.9791001081466675
266.9547128677368,0.9811001420021057
273.87507224082947,0.9764000773429871
280.792587518692,0.9774999618530273
287.6809883117676,0.9766998291015625
294.60430431365967,0.9765000939369202
301.4938757419586,0.9827998876571655
308.5980587005615,0.9802999496459961
315.482980966568,0.9820001125335693
322.42468786239624,0.9768000841140747
329.45280027389526,0.9808998703956604
336.43592500686646,0.9789998531341553
343.4401752948761,0.983299970626831
350.3533866405487,0.9804999828338623
